Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
11,1359.37,0.692101,573036,5,0,0,0,0,0.009,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,1359.21,0.759625,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,1359.16,0.764296,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,1359.18,0.68721,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,1359.27,0.960922,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,1359.47,0.614767,573036,5,0,1,5336.74,999505,0.289,0,5850,7410,2430,486,525,2625,1950,390,1292911,14993925,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1359.45,0.663525,573036,5,0,1,600.526,115855,0.196,0,5850,7410,2430,486,525,2625,1950,390,2176561,1739175,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,1359.43,0.694444,573036,5,0,0,0,0,0.159,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,1359.23,0.746549,573036,5,0,0,0,0,0.133,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,1359.49,0.751671,573036,5,0,0,0,0,0.066,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,1359.3,0.890699,573036,5,0,0,0,0,0.054,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,1359.33,0.620934,573036,5,0,1,535.483,246196,0.029,0,5850,7410,2430,486,525,2625,1950,390,2046220,3694290,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,1359.35,0.637262,573036,5,0,0,0,0,0.016,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,1359.12,0.776725,573036,5,0,1,5436.46,930590,0.012,0,5850,7410,2430,486,525,2625,1950,390,1361826,13960200,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,1359.25,0.876956,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,1359.2,0.804871,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,1359.37,0.692101,573036,5,0,0,0,0,0.009,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,1359.21,0.759625,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,1359.16,0.764296,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,1359.18,0.68721,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,1359.27,0.960922,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,1359.47,0.614767,573036,5,0,1,5336.74,999505,0.289,0,5850,7410,2430,486,525,2625,1950,390,1292911,14993925,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1359.45,0.663525,573036,5,0,1,600.526,115855,0.196,0,5850,7410,2430,486,525,2625,1950,390,2176561,1739175,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,1359.43,0.694444,573036,5,0,0,0,0,0.159,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,1359.23,0.746549,573036,5,0,0,0,0,0.133,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,1359.49,0.751671,573036,5,0,0,0,0,0.066,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,1359.3,0.890699,573036,5,0,0,0,0,0.054,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,1359.33,0.620934,573036,5,0,1,535.483,246196,0.029,0,5850,7410,2430,486,525,2625,1950,390,2046220,3694290,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,1359.35,0.637262,573036,5,0,0,0,0,0.016,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,1359.12,0.776725,573036,5,0,1,5436.46,930590,0.012,0,5850,7410,2430,486,525,2625,1950,390,1361826,13960200,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,1359.25,0.876956,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,1359.2,0.804871,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,1359.37,0.692101,573036,5,0,0,0,0,0.009,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,1359.21,0.759625,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,1359.16,0.764296,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,1359.18,0.68721,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,1359.27,0.960922,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,1359.47,0.614767,573036,5,0,1,5336.74,999505,0.289,0,5850,7410,2430,486,525,2625,1950,390,1292911,14993925,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1359.45,0.663525,573036,5,0,1,600.526,115855,0.196,0,5850,7410,2430,486,525,2625,1950,390,2176561,1739175,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,1359.43,0.694444,573036,5,0,0,0,0,0.159,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,1359.23,0.746549,573036,5,0,0,0,0,0.133,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,1359.49,0.751671,573036,5,0,0,0,0,0.066,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,1359.3,0.890699,573036,5,0,0,0,0,0.054,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,1359.33,0.620934,573036,5,0,1,535.483,246196,0.029,0,5850,7410,2430,486,525,2625,1950,390,2046220,3694290,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,1359.35,0.637262,573036,5,0,0,0,0,0.016,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,1359.12,0.776725,573036,5,0,1,5436.46,930590,0.012,0,5850,7410,2430,486,525,2625,1950,390,1361826,13960200,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,1359.25,0.876956,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,1359.2,0.804871,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,1359.37,0.692101,573036,5,0,0,0,0,0.009,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,1359.21,0.759625,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,1359.16,0.764296,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,1359.18,0.68721,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,1359.27,0.960922,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,1359.47,0.614767,573036,5,0,1,5336.74,999505,0.289,0,5850,7410,2430,486,525,2625,1950,390,1292911,14993925,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1359.45,0.663525,573036,5,0,1,600.526,115855,0.196,0,5850,7410,2430,486,525,2625,1950,390,2176561,1739175,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,1359.43,0.694444,573036,5,0,0,0,0,0.159,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,1359.23,0.746549,573036,5,0,0,0,0,0.133,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,1359.49,0.751671,573036,5,0,0,0,0,0.066,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,1359.3,0.890699,573036,5,0,0,0,0,0.054,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,1359.33,0.620934,573036,5,0,1,535.483,246196,0.029,0,5850,7410,2430,486,525,2625,1950,390,2046220,3694290,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,1359.35,0.637262,573036,5,0,0,0,0,0.016,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,1359.12,0.776725,573036,5,0,1,5436.46,930590,0.012,0,5850,7410,2430,486,525,2625,1950,390,1361826,13960200,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,1359.25,0.876956,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,1359.2,0.804871,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,1359.37,0.692101,573036,5,0,0,0,0,0.009,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,1359.21,0.759625,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,1359.16,0.764296,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,1359.18,0.68721,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,1359.27,0.960922,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,1359.47,0.614767,573036,5,0,1,5336.74,999505,0.289,0,5850,7410,2430,486,525,2625,1950,390,1292911,14993925,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1359.45,0.663525,573036,5,0,1,600.526,115855,0.196,0,5850,7410,2430,486,525,2625,1950,390,2176561,1739175,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,1359.43,0.694444,573036,5,0,0,0,0,0.159,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,1359.23,0.746549,573036,5,0,0,0,0,0.133,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,1359.49,0.751671,573036,5,0,0,0,0,0.066,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,1359.3,0.890699,573036,5,0,0,0,0,0.054,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,1359.33,0.620934,573036,5,0,1,535.483,246196,0.029,0,5850,7410,2430,486,525,2625,1950,390,2046220,3694290,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,1359.35,0.637262,573036,5,0,0,0,0,0.016,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,1359.12,0.776725,573036,5,0,1,5436.46,930590,0.012,0,5850,7410,2430,486,525,2625,1950,390,1361826,13960200,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,1359.25,0.876956,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,1359.2,0.804871,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,1359.37,0.692101,573036,5,0,0,0,0,0.009,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,1359.21,0.759625,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,1359.16,0.764296,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,1359.18,0.68721,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,1359.27,0.960922,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,1359.47,0.614767,573036,5,0,1,5336.74,999505,0.289,0,5850,7410,2430,486,525,2625,1950,390,1292911,14993925,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1359.45,0.663525,573036,5,0,1,600.526,115855,0.196,0,5850,7410,2430,486,525,2625,1950,390,2176561,1739175,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,1359.43,0.694444,573036,5,0,0,0,0,0.159,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,1359.23,0.746549,573036,5,0,0,0,0,0.133,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,1359.49,0.751671,573036,5,0,0,0,0,0.066,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,1359.3,0.890699,573036,5,0,0,0,0,0.054,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,1359.33,0.620934,573036,5,0,1,535.483,246196,0.029,0,5850,7410,2430,486,525,2625,1950,390,2046220,3694290,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,1359.35,0.637262,573036,5,0,0,0,0,0.016,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,1359.12,0.776725,573036,5,0,1,5436.46,930590,0.012,0,5850,7410,2430,486,525,2625,1950,390,1361826,13960200,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,1359.25,0.876956,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,1359.2,0.804871,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,1359.37,0.692101,573036,5,0,0,0,0,0.009,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,1359.21,0.759625,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,1359.16,0.764296,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,1359.18,0.68721,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,1359.27,0.960922,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,1359.47,0.614767,573036,5,0,1,5336.74,999505,0.289,0,5850,7410,2430,486,525,2625,1950,390,1292911,14993925,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1359.45,0.663525,573036,5,0,1,600.526,115855,0.196,0,5850,7410,2430,486,525,2625,1950,390,2176561,1739175,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,1359.43,0.694444,573036,5,0,0,0,0,0.159,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,1359.23,0.746549,573036,5,0,0,0,0,0.133,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,1359.49,0.751671,573036,5,0,0,0,0,0.066,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,1359.3,0.890699,573036,5,0,0,0,0,0.054,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,1359.33,0.620934,573036,5,0,1,535.483,246196,0.029,0,5850,7410,2430,486,525,2625,1950,390,2046220,3694290,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,1359.35,0.637262,573036,5,0,0,0,0,0.016,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,1359.12,0.776725,573036,5,0,1,5436.46,930590,0.012,0,5850,7410,2430,486,525,2625,1950,390,1361826,13960200,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,1359.25,0.876956,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,1359.2,0.804871,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,1359.37,0.692101,573036,5,0,0,0,0,0.009,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,1359.21,0.759625,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,1359.16,0.764296,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,1359.18,0.68721,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,1359.27,0.960922,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,1359.47,0.614767,573036,5,0,1,5336.74,999505,0.289,0,5850,7410,2430,486,525,2625,1950,390,1292911,14993925,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1359.45,0.663525,573036,5,0,1,600.526,115855,0.196,0,5850,7410,2430,486,525,2625,1950,390,2176561,1739175,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,1359.43,0.694444,573036,5,0,0,0,0,0.159,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,1359.23,0.746549,573036,5,0,0,0,0,0.133,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,1359.49,0.751671,573036,5,0,0,0,0,0.066,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,1359.3,0.890699,573036,5,0,0,0,0,0.054,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,1359.33,0.620934,573036,5,0,1,535.483,246196,0.029,0,5850,7410,2430,486,525,2625,1950,390,2046220,3694290,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,1359.35,0.637262,573036,5,0,0,0,0,0.016,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,1359.12,0.776725,573036,5,0,1,5436.46,930590,0.012,0,5850,7410,2430,486,525,2625,1950,390,1361826,13960200,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,1359.25,0.876956,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,1359.2,0.804871,573036,5,0,0,0,0,0.012,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,1359.37,0.692101,573036,5,0,0,0,0,0.009,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,1359.21,0.759625,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,1359.16,0.764296,573036,5,0,0,0,0,0.005,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,1359.18,0.68721,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,1359.27,0.960922,573036,5,0,0,0,0,0.002,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,1359.47,0.614767,573036,5,0,1,5336.74,999505,0.289,0,5850,7410,2430,486,525,2625,1950,390,1292911,14993925,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1359.45,0.663525,573036,5,0,1,600.526,115855,0.196,0,5850,7410,2430,486,525,2625,1950,390,2176561,1739175,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,1359.43,0.694444,573036,5,0,0,0,0,0.159,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,1359.23,0.746549,573036,5,0,0,0,0,0.133,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,1359.49,0.751671,573036,5,0,0,0,0,0.066,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,1359.3,0.890699,573036,5,0,0,0,0,0.054,0,7800,7280,0,648,700,0,0,520,2292506,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
